"committee_id",ribbon,"candidate_id",count,total,outer,inner,"inner_color","inner_img","inner_link",office,"office_full","outer_link",party,"party_full","party_full_orig","party_orig","ribbon_color",state,"state_full"
C00489625,opposing,S2ND00099,"200.0","25353646.63","FAITH FAMILY FREEDOM FUND","HEITKAMP, HEIDI","#1576b6","S2ND00099.jpg","https://www.fec.gov/data/candidate/S2ND00099/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489625/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",ND,"North Dakota"
C00489625,opposing,S2VA00142,"200.0","16214775.36","FAITH FAMILY FREEDOM FUND","KAINE, TIMOTHY MICHAEL","#1576b6","S2VA00142.jpg","https://www.fec.gov/data/candidate/S2VA00142/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489625/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",VA,Virginia
C00489625,opposing,S6MO00305,"10200.0","33385760.03","FAITH FAMILY FREEDOM FUND","MCCASKILL, CLAIRE","#1576b6","S6MO00305.jpg","https://www.fec.gov/data/candidate/S6MO00305/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489625/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MO,Missouri
C00489799,opposing,H6MN02149,"250.0","2626845.7","PLANNED PARENTHOOD VOTES","LEWIS, JASON MARK MR.","#d8241e","H6MN02149.jpg","https://www.fec.gov/data/candidate/H6MN02149/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",MN,Minnesota
C00489799,opposing,H8CO06138,"8250.0","3470976.86","PLANNED PARENTHOOD VOTES","COFFMAN, MIKE REP.","#d8241e","H8CO06138.jpg","https://www.fec.gov/data/candidate/H8CO06138/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CO,Colorado
C00489799,opposing,S0OH00133,"4963.16","1667468.62","PLANNED PARENTHOOD VOTES","PORTMAN, ROB THE HONORA","#d8241e","S0OH00133.jpg","https://www.fec.gov/data/candidate/S0OH00133/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",OH,Ohio
C00489799,opposing,S2NV00183,"280.94","11896633.27","PLANNED PARENTHOOD VOTES","HELLER, DEAN","#d8241e","S2NV00183.jpg","https://www.fec.gov/data/candidate/S2NV00183/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NV,Nevada
C00489799,opposing,S4PA00121,"87.73","2738617.89","PLANNED PARENTHOOD VOTES","TOOMEY, PATRICK JOSEPH","#d8241e","S4PA00121.jpg","https://www.fec.gov/data/candidate/S4PA00121/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",PA,Pennsylvania
C00489799,opposing,S8AZ00221,"242000.0","16211836.1","PLANNED PARENTHOOD VOTES","MCSALLY, MARTHA","#d8241e","S8AZ00221.jpg","https://www.fec.gov/data/candidate/S8AZ00221/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",AZ,Arizona
C00489799,opposing,S8FL00273,"432.22","68801011.68","PLANNED PARENTHOOD VOTES","SCOTT, RICK","#d8241e","S8FL00273.jpg","https://www.fec.gov/data/candidate/S8FL00273/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",FL,Florida
C00489799,opposing,S8MT00234,"432.22","5034075.45","PLANNED PARENTHOOD VOTES","ROSENDALE, MATT","#d8241e","S8MT00234.jpg","https://www.fec.gov/data/candidate/S8MT00234/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",MT,Montana
C00489799,opposing,S8OH00102,"324.17","7824910.38","PLANNED PARENTHOOD VOTES","RENACCI, JAMES B.","#d8241e","S8OH00102.jpg","https://www.fec.gov/data/candidate/S8OH00102/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",OH,Ohio
C00489799,opposing,S8WI00216,"194.50","3862601.57","PLANNED PARENTHOOD VOTES","NICHOLSON, KEVIN","#d8241e","S8WI00216.jpg","https://www.fec.gov/data/candidate/S8WI00216/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",WI,Wisconsin
C00489799,supporting,H6MN02131,"99.98","4692494.91","PLANNED PARENTHOOD VOTES","CRAIG, ANGELA DAWN","#1576b6","H6MN02131.jpg","https://www.fec.gov/data/candidate/H6MN02131/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MN,Minnesota
C00489799,supporting,H8MN03143,"125.0","5276215.54","PLANNED PARENTHOOD VOTES","PHILLIPS, DEAN",grey,"H8MN03143.jpg","https://www.fec.gov/data/candidate/H8MN03143/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",OTHERS,Others,"Democratic-Farmer-Labor",DFL,"#24a222",MN,Minnesota
C00489799,supporting,S2WI00219,"1080.55","25844219.98","PLANNED PARENTHOOD VOTES","BALDWIN, TAMMY","#1576b6","S2WI00219.jpg","https://www.fec.gov/data/candidate/S2WI00219/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",WI,Wisconsin
C00489799,supporting,S6MN00267,"43.22","7412107.14","PLANNED PARENTHOOD VOTES","KLOBUCHAR, AMY","#1576b6","S6MN00267.jpg","https://www.fec.gov/data/candidate/S6MN00267/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MN,Minnesota
C00489799,supporting,S6MO00305,"648.33","33385760.03","PLANNED PARENTHOOD VOTES","MCCASKILL, CLAIRE","#1576b6","S6MO00305.jpg","https://www.fec.gov/data/candidate/S6MO00305/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MO,Missouri
C00489799,supporting,S6MT00162,"1058.93","16942925.27","PLANNED PARENTHOOD VOTES","TESTER, JON","#1576b6","S6MT00162.jpg","https://www.fec.gov/data/candidate/S6MT00162/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MT,Montana
C00489799,supporting,S6NV00200,"222.74","2134022.98","PLANNED PARENTHOOD VOTES","MASTO, CATHERINE CORTEZ","#1576b6","S6NV00200.jpg","https://www.fec.gov/data/candidate/S6NV00200/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",NV,Nevada
C00489799,supporting,S6OH00163,"1080.55","21831966.77","PLANNED PARENTHOOD VOTES","BROWN, SHERROD","#1576b6","S6OH00163.jpg","https://www.fec.gov/data/candidate/S6OH00163/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",OH,Ohio
C00489799,supporting,S6PA00217,"86.45","17294129.94","PLANNED PARENTHOOD VOTES","CASEY, ROBERT P JR","#1576b6","S6PA00217.jpg","https://www.fec.gov/data/candidate/S6PA00217/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",PA,Pennsylvania
C00489799,supporting,S8AZ00197,"850027.28","19287249.58","PLANNED PARENTHOOD VOTES","SINEMA, KYRSTEN","#1576b6","S8AZ00197.jpg","https://www.fec.gov/data/candidate/S8AZ00197/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",AZ,Arizona
C00489799,supporting,S8FL00166,"648.33","26594280.91","PLANNED PARENTHOOD VOTES","NELSON, BILL","#1576b6","S8FL00166.jpg","https://www.fec.gov/data/candidate/S8FL00166/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",FL,Florida
C00489799,supporting,S8MN00578,"1080.55","8237522.22","PLANNED PARENTHOOD VOTES","SMITH, TINA","#1576b6","S8MN00578.jpg","https://www.fec.gov/data/candidate/S8MN00578/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",MN,Minnesota
C00489799,supporting,S8NV00156,"280.94","21571221.76","PLANNED PARENTHOOD VOTES","ROSEN, JACKY","#1576b6","S8NV00156.jpg","https://www.fec.gov/data/candidate/S8NV00156/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00489799/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",NV,Nevada
C00489856,supporting,H8GA06286,"53326.62","8466377.42",ESAFUND,"HANDEL, KAREN CHRISTINE","#d8241e","H8GA06286.jpg","https://www.fec.gov/data/candidate/H8GA06286/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00489856/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",GA,Georgia
C00492116,supporting,H8CA49082,"20000.00","1484650.59","COOPERATIVE OF AMERICAN PHYSICIANS IE COMMITTEE","HARKEY, DIANE","#d8241e","H8CA49082.jpg","https://www.fec.gov/data/candidate/H8CA49082/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00492116/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",CA,California
C00492140,opposing,H8OH12180,"2000.0","2312129.96","AMERICAN BRIDGE 21ST CENTURY","BALDERSON, TROY","#d8241e","H8OH12180.jpg","https://www.fec.gov/data/candidate/H8OH12180/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00492140/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",OH,Ohio
C00492140,opposing,H8PA18231,"10000.0","2013476.24","AMERICAN BRIDGE 21ST CENTURY","SACCONE, RICK","#d8241e","H8PA18231.jpg","https://www.fec.gov/data/candidate/H8PA18231/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00492140/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",PA,Pennsylvania
C00492140,opposing,S8AZ00221,"988.2","16211836.1","AMERICAN BRIDGE 21ST CENTURY","MCSALLY, MARTHA","#d8241e","S8AZ00221.jpg","https://www.fec.gov/data/candidate/S8AZ00221/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00492140/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",AZ,Arizona
C00492140,opposing,S8PA00320,"100.0","6811656.94","AMERICAN BRIDGE 21ST CENTURY","BARLETTA, LOU","#d8241e","S8PA00320.jpg","https://www.fec.gov/data/candidate/S8PA00320/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00492140/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",PA,Pennsylvania
C00492140,opposing,S8WI00224,"100.0","5327268.11","AMERICAN BRIDGE 21ST CENTURY","VUKMIR, LEAH","#d8241e","S8WI00224.jpg","https://www.fec.gov/data/candidate/S8WI00224/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00492140/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",WI,Wisconsin
C00494021,supporting,H4IL03077,"7168.0","1505528.05","CATHOLICVOTE.ORG CANDIDATE FUND","LIPINSKI, DANIEL WILLIAM WILLIAM","#1576b6","H4IL03077.jpg","https://www.fec.gov/data/candidate/H4IL03077/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00494021/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",IL,Illinois
C00494021,supporting,H8PA18231,"11231.53","2013476.24","CATHOLICVOTE.ORG CANDIDATE FUND","SACCONE, RICK","#d8241e","H8PA18231.jpg","https://www.fec.gov/data/candidate/H8PA18231/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00494021/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",PA,Pennsylvania
C00495010,opposing,H8GA06195,"6404.75","31552052.24","CONSERVATIVE CAMPAIGN COMMITTEE","OSSOFF, T. JONATHAN","#1576b6","H8GA06195.jpg","https://www.fec.gov/data/candidate/H8GA06195/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",GA,Georgia
C00495010,opposing,H8MT00077,"2116.0","6710492.54","CONSERVATIVE CAMPAIGN COMMITTEE","QUIST, ROBERT E.","#1576b6","H8MT00077.jpg","https://www.fec.gov/data/candidate/H8MT00077/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#d9d9d9",MT,Montana
C00495010,opposing,S0NV00203,"300.0",0,"CONSERVATIVE CAMPAIGN COMMITTEE","TARKANIAN, DANNY","#d8241e","S0NV00203.jpg","https://www.fec.gov/data/candidate/S0NV00203/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NV,Nevada
C00495010,supporting,H8GA06195,"501.4","31552052.24","CONSERVATIVE CAMPAIGN COMMITTEE","OSSOFF, T. JONATHAN","#1576b6","H8GA06195.jpg","https://www.fec.gov/data/candidate/H8GA06195/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",DEM,"Democratic Party","Democratic Party",DEM,"#24a222",GA,Georgia
C00495010,supporting,H8GA06286,"4207.14","8466377.42","CONSERVATIVE CAMPAIGN COMMITTEE","HANDEL, KAREN CHRISTINE","#d8241e","H8GA06286.jpg","https://www.fec.gov/data/candidate/H8GA06286/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",GA,Georgia
C00495010,supporting,H8MT01182,"16020.44","9426247.52","CONSERVATIVE CAMPAIGN COMMITTEE","GIANFORTE, GREG","#d8241e","H8MT01182.jpg","https://www.fec.gov/data/candidate/H8MT01182/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",MT,Montana
C00495010,supporting,S0NV00203,"9755.0",0,"CONSERVATIVE CAMPAIGN COMMITTEE","TARKANIAN, DANNY","#d8241e","S0NV00203.jpg","https://www.fec.gov/data/candidate/S0NV00203/?cycle=2018",S,Senate,"https://www.fec.gov/data/committee/C00495010/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#24a222",NV,Nevada
C00495028,opposing,H0IL14080,"363487.49","2051469.23","HOUSE MAJORITY PAC","HULTGREN, RANDY","#d8241e","H0IL14080.jpg","https://www.fec.gov/data/candidate/H0IL14080/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IL,Illinois
C00495028,opposing,H0KS03137,"311509.89","4187514.24","HOUSE MAJORITY PAC","YODER, KEVIN","#d8241e","H0KS03137.jpg","https://www.fec.gov/data/candidate/H0KS03137/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",KS,Kansas
C00495028,opposing,H0KY06104,"187699.58","4818291.97","HOUSE MAJORITY PAC","BARR, GARLAND ANDY","#d8241e","H0KY06104.jpg","https://www.fec.gov/data/candidate/H0KY06104/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",KY,Kentucky
C00495028,opposing,H0MN01045,"147565.37","1383611.38","HOUSE MAJORITY PAC","HAGEDORN, JAMES","#d8241e","H0MN01045.jpg","https://www.fec.gov/data/candidate/H0MN01045/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",MN,Minnesota
C00495028,opposing,H0TX07055,"7575.04","2994060.0","HOUSE MAJORITY PAC","CULBERSON, JOHN","#d8241e","H0TX07055.jpg","https://www.fec.gov/data/candidate/H0TX07055/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",TX,Texas
C00495028,opposing,H0TX23086,"246220.84","4755676.03","HOUSE MAJORITY PAC","HURD, WILLIAM","#d8241e","H0TX23086.jpg","https://www.fec.gov/data/candidate/H0TX23086/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",TX,Texas
C00495028,opposing,H0VA02118,"312189.04","3651856.95","HOUSE MAJORITY PAC","TAYLOR, SCOTT W. MR.","#d8241e","H0VA02118.jpg","https://www.fec.gov/data/candidate/H0VA02118/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",VA,Virginia
C00495028,opposing,H2AZ09035,"2061747.97","1154690.43","HOUSE MAJORITY PAC","ROGERS, WENDY","#d8241e","H2AZ09035.jpg","https://www.fec.gov/data/candidate/H2AZ09035/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",AZ,Arizona
C00495028,opposing,H2IL13120,"156911.84","3237280.1","HOUSE MAJORITY PAC","DAVIS, RODNEY L","#d8241e","H2IL13120.jpg","https://www.fec.gov/data/candidate/H2IL13120/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IL,Illinois
C00495028,opposing,H2TX03126,"608733.63","4416949.18","HOUSE MAJORITY PAC","SESSIONS, PETE MR.","#d8241e","H2TX03126.jpg","https://www.fec.gov/data/candidate/H2TX03126/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",TX,Texas
C00495028,opposing,H2TX31044,"80791.17","1664833.28","HOUSE MAJORITY PAC","CARTER, JOHN R. REP.","#d8241e","H2TX31044.jpg","https://www.fec.gov/data/candidate/H2TX31044/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",TX,Texas
C00495028,opposing,H4AR02141,"244333.02","2724801.98","HOUSE MAJORITY PAC","HILL, JAMES FRENCH","#d8241e","H4AR02141.jpg","https://www.fec.gov/data/candidate/H4AR02141/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",AR,Arkansas
C00495028,opposing,H4CA25123,"967627.57","2352683.2","HOUSE MAJORITY PAC","KNIGHT, STEVE","#d8241e","H4CA25123.jpg","https://www.fec.gov/data/candidate/H4CA25123/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H4CA45097,"444899.51","4454173.06","HOUSE MAJORITY PAC","WALTERS, MIMI","#d8241e","H4CA45097.jpg","https://www.fec.gov/data/candidate/H4CA45097/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H4FL26038,"1858450.3399999999","4814575.35","HOUSE MAJORITY PAC","CURBELO, CARLOS MR.","#d8241e","H4FL26038.jpg","https://www.fec.gov/data/candidate/H4FL26038/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",FL,Florida
C00495028,opposing,H4IA03115,"494636.12","2599772.62","HOUSE MAJORITY PAC","YOUNG, DAVID","#d8241e","H4IA03115.jpg","https://www.fec.gov/data/candidate/H4IA03115/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IA,Iowa
C00495028,opposing,H4IL12060,"218207.70","2608187.17","HOUSE MAJORITY PAC","BOST, MICHAEL","#d8241e","H4IL12060.jpg","https://www.fec.gov/data/candidate/H4IL12060/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IL,Illinois
C00495028,opposing,H4MI08135,"206959.56","3170727.17","HOUSE MAJORITY PAC","BISHOP, MIKE","#d8241e","H4MI08135.jpg","https://www.fec.gov/data/candidate/H4MI08135/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",MI,Michigan
C00495028,opposing,H4NJ03130,"998267.99","4459709.16","HOUSE MAJORITY PAC","MACARTHUR, THOMAS","#d8241e","H4NJ03130.jpg","https://www.fec.gov/data/candidate/H4NJ03130/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NJ,"New Jersey"
C00495028,opposing,H4NY22051,"993890.40","2922211.72","HOUSE MAJORITY PAC","TENNEY, CLAUDIA","#d8241e","H4NY22051.jpg","https://www.fec.gov/data/candidate/H4NY22051/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NY,"New York"
C00495028,opposing,H4NY24073,"701304.03","2533948.46","HOUSE MAJORITY PAC","KATKO, JOHN M","#d8241e","H4NY24073.jpg","https://www.fec.gov/data/candidate/H4NY24073/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NY,"New York"
C00495028,opposing,H4VA07143,"470233.14","2751354.32","HOUSE MAJORITY PAC","BRAT, DAVID ALAN MR.","#d8241e","H4VA07143.jpg","https://www.fec.gov/data/candidate/H4VA07143/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",VA,Virginia
C00495028,opposing,H6CA48245,"833860.03","665625.61","HOUSE MAJORITY PAC","BAUGH, SCOTT","#d8241e","H6CA48245.jpg","https://www.fec.gov/data/candidate/H6CA48245/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H6FL13148,"55468.23","2792680.84","HOUSE MAJORITY PAC","BUCHANAN, VERNON","#d8241e","H6FL13148.jpg","https://www.fec.gov/data/candidate/H6FL13148/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",FL,Florida
C00495028,opposing,H6FL18097,"7575.03","5373899.46","HOUSE MAJORITY PAC","MAST, BRIAN","#d8241e","H6FL18097.jpg","https://www.fec.gov/data/candidate/H6FL18097/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",FL,Florida
C00495028,opposing,H6IL06117,"962300.7500000000","6437506.64","HOUSE MAJORITY PAC","ROSKAM, PETER","#d8241e","H6IL06117.jpg","https://www.fec.gov/data/candidate/H6IL06117/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",IL,Illinois
C00495028,opposing,H6NC13129,"105237.60","2095216.04","HOUSE MAJORITY PAC","BUDD, THEODORE P.","#d8241e","H6NC13129.jpg","https://www.fec.gov/data/candidate/H6NC13129/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NC,"North Carolina"
C00495028,opposing,H6NJ12136,"642398.34","2347201.81","HOUSE MAJORITY PAC","LANCE, LEONARD","#d8241e","H6NJ12136.jpg","https://www.fec.gov/data/candidate/H6NJ12136/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NJ,"New Jersey"
C00495028,opposing,H6NY19169,"489905.63","3664186.32","HOUSE MAJORITY PAC","FASO, JOHN J. MR.","#d8241e","H6NY19169.jpg","https://www.fec.gov/data/candidate/H6NY19169/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",NY,"New York"
C00495028,opposing,H8AZ02185,"17533.0","1331907.74","HOUSE MAJORITY PAC","MARQUEZ PETERSON, LEA","#d8241e","H8AZ02185.jpg","https://www.fec.gov/data/candidate/H8AZ02185/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",AZ,Arizona
C00495028,opposing,H8CA39224,"117603.02","608341.17","HOUSE MAJORITY PAC","HUFF, BOB","#d8241e","H8CA39224.jpg","https://www.fec.gov/data/candidate/H8CA39224/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H8CA39232,"114949.51","694650.84","HOUSE MAJORITY PAC","NELSON, SHAWN","#d8241e","H8CA39232.jpg","https://www.fec.gov/data/candidate/H8CA39232/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H8CA39240,"739270.35","2548103.33","HOUSE MAJORITY PAC","KIM, YOUNG","#d8241e","H8CA39240.jpg","https://www.fec.gov/data/candidate/H8CA39240/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H8CA39307,"57285.56","250772.0","HOUSE MAJORITY PAC","LIBERATORE, PHIL","#d8241e","H8CA39307.jpg","https://www.fec.gov/data/candidate/H8CA39307/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H8CA42061,"803193.95","2426709.59","HOUSE MAJORITY PAC","ROHRABACHER, DANA","#d8241e","H8CA42061.jpg","https://www.fec.gov/data/candidate/H8CA42061/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
C00495028,opposing,H8CA49082,"358430.98","1484650.59","HOUSE MAJORITY PAC","HARKEY, DIANE","#d8241e","H8CA49082.jpg","https://www.fec.gov/data/candidate/H8CA49082/?cycle=2018",H,House,"https://www.fec.gov/data/committee/C00495028/?cycle=2018",REP,"Republican Party","Republican Party",REP,"#d9d9d9",CA,California
